filepath,category
natural_data_32x32/oscillator_period_2_0008.npy,oscillator_period_2
natural_data_32x32/died_out_0023.npy,died_out
natural_data_32x32/died_out_0024.npy,died_out
natural_data_32x32/still_life_0024.npy,still_life
natural_data_32x32/died_out_0025.npy,died_out
natural_data_32x32/died_out_0026.npy,died_out
natural_data_32x32/still_life_0025.npy,still_life
natural_data_32x32/died_out_0027.npy,died_out
natural_data_32x32/died_out_0028.npy,died_out
natural_data_32x32/still_life_0026.npy,still_life
natural_data_32x32/others_0002.npy,others
natural_data_32x32/still_life_0027.npy,still_life
natural_data_32x32/still_life_0028.npy,still_life
natural_data_32x32/still_life_0029.npy,still_life
natural_data_32x32/oscillator_period_2_0009.npy,oscillator_period_2
natural_data_32x32/died_out_0029.npy,died_out
natural_data_32x32/still_life_0030.npy,still_life
natural_data_32x32/still_life_0031.npy,still_life
natural_data_32x32/died_out_0030.npy,died_out
natural_data_32x32/still_life_0032.npy,still_life
natural_data_32x32/still_life_0033.npy,still_life
natural_data_32x32/oscillator_period_2_0010.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0011.npy,oscillator_period_2
natural_data_32x32/still_life_0034.npy,still_life
natural_data_32x32/died_out_0031.npy,died_out
natural_data_32x32/oscillator_period_2_0012.npy,oscillator_period_2
natural_data_32x32/died_out_0032.npy,died_out
natural_data_32x32/died_out_0033.npy,died_out
natural_data_32x32/oscillator_period_2_0013.npy,oscillator_period_2
natural_data_32x32/still_life_0035.npy,still_life
natural_data_32x32/oscillator_period_2_0014.npy,oscillator_period_2
natural_data_32x32/others_0003.npy,others
natural_data_32x32/died_out_0034.npy,died_out
natural_data_32x32/died_out_0035.npy,died_out
natural_data_32x32/died_out_0036.npy,died_out
natural_data_32x32/still_life_0036.npy,still_life
natural_data_32x32/died_out_0037.npy,died_out
natural_data_32x32/oscillator_period_2_0015.npy,oscillator_period_2
natural_data_32x32/died_out_0038.npy,died_out
natural_data_32x32/died_out_0039.npy,died_out
natural_data_32x32/still_life_0037.npy,still_life
natural_data_32x32/oscillator_period_2_0016.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0017.npy,oscillator_period_2
natural_data_32x32/still_life_0038.npy,still_life
natural_data_32x32/died_out_0040.npy,died_out
natural_data_32x32/died_out_0041.npy,died_out
natural_data_32x32/died_out_0042.npy,died_out
natural_data_32x32/still_life_0039.npy,still_life
natural_data_32x32/died_out_0043.npy,died_out
natural_data_32x32/died_out_0044.npy,died_out
natural_data_32x32/still_life_0040.npy,still_life
natural_data_32x32/died_out_0045.npy,died_out
natural_data_32x32/still_life_0041.npy,still_life
natural_data_32x32/still_life_0042.npy,still_life
natural_data_32x32/died_out_0046.npy,died_out
natural_data_32x32/oscillator_period_2_0018.npy,oscillator_period_2
natural_data_32x32/died_out_0047.npy,died_out
natural_data_32x32/died_out_0048.npy,died_out
natural_data_32x32/died_out_0049.npy,died_out
natural_data_32x32/still_life_0043.npy,still_life
natural_data_32x32/oscillator_period_2_0019.npy,oscillator_period_2
natural_data_32x32/died_out_0050.npy,died_out
natural_data_32x32/died_out_0051.npy,died_out
natural_data_32x32/died_out_0052.npy,died_out
natural_data_32x32/still_life_0044.npy,still_life
natural_data_32x32/died_out_0053.npy,died_out
natural_data_32x32/died_out_0054.npy,died_out
natural_data_32x32/still_life_0045.npy,still_life
natural_data_32x32/died_out_0055.npy,died_out
natural_data_32x32/died_out_0056.npy,died_out
natural_data_32x32/oscillator_period_2_0020.npy,oscillator_period_2
natural_data_32x32/died_out_0057.npy,died_out
natural_data_32x32/died_out_0058.npy,died_out
natural_data_32x32/died_out_0059.npy,died_out
natural_data_32x32/died_out_0060.npy,died_out
natural_data_32x32/died_out_0061.npy,died_out
natural_data_32x32/died_out_0062.npy,died_out
natural_data_32x32/died_out_0063.npy,died_out
natural_data_32x32/died_out_0064.npy,died_out
natural_data_32x32/died_out_0065.npy,died_out
natural_data_32x32/others_0004.npy,others
natural_data_32x32/died_out_0066.npy,died_out
natural_data_32x32/oscillator_period_2_0021.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0022.npy,oscillator_period_2
natural_data_32x32/died_out_0067.npy,died_out
natural_data_32x32/oscillator_period_2_0023.npy,oscillator_period_2
natural_data_32x32/died_out_0068.npy,died_out
natural_data_32x32/died_out_0069.npy,died_out
natural_data_32x32/died_out_0070.npy,died_out
natural_data_32x32/died_out_0071.npy,died_out
natural_data_32x32/oscillator_period_2_0024.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0025.npy,oscillator_period_2
natural_data_32x32/still_life_0046.npy,still_life
natural_data_32x32/still_life_0047.npy,still_life
natural_data_32x32/oscillator_period_2_0026.npy,oscillator_period_2
natural_data_32x32/died_out_0072.npy,died_out
natural_data_32x32/died_out_0073.npy,died_out
natural_data_32x32/still_life_0048.npy,still_life
natural_data_32x32/died_out_0074.npy,died_out
natural_data_32x32/oscillator_period_2_0027.npy,oscillator_period_2
natural_data_32x32/still_life_0049.npy,still_life
natural_data_32x32/died_out_0075.npy,died_out
natural_data_32x32/died_out_0076.npy,died_out
natural_data_32x32/died_out_0077.npy,died_out
natural_data_32x32/died_out_0078.npy,died_out
natural_data_32x32/still_life_0050.npy,still_life
natural_data_32x32/died_out_0079.npy,died_out
natural_data_32x32/still_life_0051.npy,still_life
natural_data_32x32/died_out_0080.npy,died_out
natural_data_32x32/oscillator_period_2_0028.npy,oscillator_period_2
natural_data_32x32/still_life_0052.npy,still_life
natural_data_32x32/died_out_0081.npy,died_out
natural_data_32x32/still_life_0053.npy,still_life
natural_data_32x32/died_out_0082.npy,died_out
natural_data_32x32/still_life_0054.npy,still_life
natural_data_32x32/still_life_0055.npy,still_life
natural_data_32x32/died_out_0083.npy,died_out
natural_data_32x32/oscillator_period_2_0029.npy,oscillator_period_2
natural_data_32x32/died_out_0084.npy,died_out
natural_data_32x32/died_out_0085.npy,died_out
natural_data_32x32/oscillator_period_2_0030.npy,oscillator_period_2
natural_data_32x32/still_life_0056.npy,still_life
natural_data_32x32/oscillator_period_2_0031.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0032.npy,oscillator_period_2
natural_data_32x32/still_life_0057.npy,still_life
natural_data_32x32/died_out_0086.npy,died_out
natural_data_32x32/still_life_0058.npy,still_life
natural_data_32x32/died_out_0087.npy,died_out
natural_data_32x32/oscillator_period_2_0033.npy,oscillator_period_2
natural_data_32x32/others_0005.npy,others
natural_data_32x32/died_out_0088.npy,died_out
natural_data_32x32/died_out_0089.npy,died_out
natural_data_32x32/died_out_0090.npy,died_out
natural_data_32x32/oscillator_period_2_0034.npy,oscillator_period_2
natural_data_32x32/died_out_0091.npy,died_out
natural_data_32x32/died_out_0092.npy,died_out
natural_data_32x32/died_out_0093.npy,died_out
natural_data_32x32/still_life_0059.npy,still_life
natural_data_32x32/others_0006.npy,others
natural_data_32x32/died_out_0094.npy,died_out
natural_data_32x32/still_life_0060.npy,still_life
natural_data_32x32/died_out_0095.npy,died_out
natural_data_32x32/still_life_0061.npy,still_life
natural_data_32x32/died_out_0096.npy,died_out
natural_data_32x32/still_life_0062.npy,still_life
natural_data_32x32/still_life_0063.npy,still_life
natural_data_32x32/still_life_0064.npy,still_life
natural_data_32x32/still_life_0065.npy,still_life
natural_data_32x32/still_life_0066.npy,still_life
natural_data_32x32/still_life_0067.npy,still_life
natural_data_32x32/died_out_0097.npy,died_out
natural_data_32x32/died_out_0098.npy,died_out
natural_data_32x32/died_out_0099.npy,died_out
natural_data_32x32/died_out_0100.npy,died_out
natural_data_32x32/oscillator_period_2_0035.npy,oscillator_period_2
natural_data_32x32/still_life_0068.npy,still_life
natural_data_32x32/still_life_0069.npy,still_life
natural_data_32x32/still_life_0070.npy,still_life
natural_data_32x32/died_out_0101.npy,died_out
natural_data_32x32/still_life_0071.npy,still_life
natural_data_32x32/still_life_0072.npy,still_life
natural_data_32x32/died_out_0102.npy,died_out
natural_data_32x32/died_out_0103.npy,died_out
natural_data_32x32/died_out_0104.npy,died_out
natural_data_32x32/oscillator_period_2_0036.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0037.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0038.npy,oscillator_period_2
natural_data_32x32/died_out_0105.npy,died_out
natural_data_32x32/still_life_0073.npy,still_life
natural_data_32x32/oscillator_period_2_0039.npy,oscillator_period_2
natural_data_32x32/died_out_0106.npy,died_out
natural_data_32x32/oscillator_period_2_0040.npy,oscillator_period_2
natural_data_32x32/still_life_0074.npy,still_life
natural_data_32x32/died_out_0107.npy,died_out
natural_data_32x32/still_life_0075.npy,still_life
natural_data_32x32/died_out_0108.npy,died_out
natural_data_32x32/still_life_0076.npy,still_life
natural_data_32x32/died_out_0109.npy,died_out
natural_data_32x32/died_out_0110.npy,died_out
natural_data_32x32/still_life_0077.npy,still_life
natural_data_32x32/still_life_0078.npy,still_life
natural_data_32x32/oscillator_period_2_0041.npy,oscillator_period_2
natural_data_32x32/died_out_0111.npy,died_out
natural_data_32x32/still_life_0079.npy,still_life
natural_data_32x32/still_life_0080.npy,still_life
natural_data_32x32/died_out_0112.npy,died_out
natural_data_32x32/still_life_0081.npy,still_life
natural_data_32x32/oscillator_period_2_0042.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0043.npy,oscillator_period_2
natural_data_32x32/still_life_0082.npy,still_life
natural_data_32x32/still_life_0083.npy,still_life
natural_data_32x32/oscillator_period_2_0044.npy,oscillator_period_2
natural_data_32x32/still_life_0084.npy,still_life
natural_data_32x32/still_life_0085.npy,still_life
natural_data_32x32/still_life_0086.npy,still_life
natural_data_32x32/still_life_0087.npy,still_life
natural_data_32x32/oscillator_period_2_0045.npy,oscillator_period_2
natural_data_32x32/still_life_0088.npy,still_life
natural_data_32x32/died_out_0113.npy,died_out
natural_data_32x32/still_life_0089.npy,still_life
natural_data_32x32/died_out_0114.npy,died_out
natural_data_32x32/oscillator_period_2_0046.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0047.npy,oscillator_period_2
natural_data_32x32/still_life_0090.npy,still_life
natural_data_32x32/died_out_0115.npy,died_out
natural_data_32x32/still_life_0091.npy,still_life
natural_data_32x32/died_out_0116.npy,died_out
natural_data_32x32/others_0007.npy,others
natural_data_32x32/died_out_0117.npy,died_out
natural_data_32x32/still_life_0092.npy,still_life
natural_data_32x32/died_out_0118.npy,died_out
natural_data_32x32/died_out_0119.npy,died_out
natural_data_32x32/still_life_0093.npy,still_life
natural_data_32x32/still_life_0094.npy,still_life
natural_data_32x32/died_out_0120.npy,died_out
natural_data_32x32/still_life_0095.npy,still_life
natural_data_32x32/still_life_0096.npy,still_life
natural_data_32x32/died_out_0121.npy,died_out
natural_data_32x32/oscillator_period_2_0048.npy,oscillator_period_2
natural_data_32x32/died_out_0122.npy,died_out
natural_data_32x32/died_out_0123.npy,died_out
natural_data_32x32/died_out_0124.npy,died_out
natural_data_32x32/still_life_0097.npy,still_life
natural_data_32x32/oscillator_period_2_0049.npy,oscillator_period_2
natural_data_32x32/others_0008.npy,others
natural_data_32x32/still_life_0098.npy,still_life
natural_data_32x32/oscillator_period_2_0050.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0051.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0052.npy,oscillator_period_2
natural_data_32x32/died_out_0125.npy,died_out
natural_data_32x32/died_out_0126.npy,died_out
natural_data_32x32/still_life_0099.npy,still_life
natural_data_32x32/died_out_0127.npy,died_out
natural_data_32x32/still_life_0100.npy,still_life
natural_data_32x32/still_life_0101.npy,still_life
natural_data_32x32/died_out_0128.npy,died_out
natural_data_32x32/still_life_0102.npy,still_life
natural_data_32x32/still_life_0103.npy,still_life
natural_data_32x32/still_life_0104.npy,still_life
natural_data_32x32/died_out_0129.npy,died_out
natural_data_32x32/died_out_0130.npy,died_out
natural_data_32x32/died_out_0131.npy,died_out
natural_data_32x32/still_life_0105.npy,still_life
natural_data_32x32/died_out_0132.npy,died_out
natural_data_32x32/died_out_0133.npy,died_out
natural_data_32x32/died_out_0134.npy,died_out
natural_data_32x32/died_out_0135.npy,died_out
natural_data_32x32/died_out_0136.npy,died_out
natural_data_32x32/still_life_0106.npy,still_life
natural_data_32x32/still_life_0107.npy,still_life
natural_data_32x32/still_life_0108.npy,still_life
natural_data_32x32/still_life_0109.npy,still_life
natural_data_32x32/still_life_0110.npy,still_life
natural_data_32x32/oscillator_period_2_0053.npy,oscillator_period_2
natural_data_32x32/still_life_0111.npy,still_life
natural_data_32x32/died_out_0137.npy,died_out
natural_data_32x32/died_out_0138.npy,died_out
natural_data_32x32/died_out_0139.npy,died_out
natural_data_32x32/died_out_0140.npy,died_out
natural_data_32x32/died_out_0141.npy,died_out
natural_data_32x32/still_life_0112.npy,still_life
natural_data_32x32/oscillator_period_2_0054.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0055.npy,oscillator_period_2
natural_data_32x32/still_life_0113.npy,still_life
natural_data_32x32/died_out_0142.npy,died_out
natural_data_32x32/died_out_0143.npy,died_out
natural_data_32x32/died_out_0144.npy,died_out
natural_data_32x32/still_life_0114.npy,still_life
natural_data_32x32/still_life_0115.npy,still_life
natural_data_32x32/still_life_0116.npy,still_life
natural_data_32x32/oscillator_period_2_0056.npy,oscillator_period_2
natural_data_32x32/died_out_0145.npy,died_out
natural_data_32x32/oscillator_period_2_0057.npy,oscillator_period_2
natural_data_32x32/still_life_0117.npy,still_life
natural_data_32x32/died_out_0146.npy,died_out
natural_data_32x32/died_out_0147.npy,died_out
natural_data_32x32/died_out_0148.npy,died_out
natural_data_32x32/died_out_0149.npy,died_out
natural_data_32x32/died_out_0150.npy,died_out
natural_data_32x32/died_out_0151.npy,died_out
natural_data_32x32/died_out_0152.npy,died_out
natural_data_32x32/died_out_0153.npy,died_out
natural_data_32x32/still_life_0118.npy,still_life
natural_data_32x32/still_life_0119.npy,still_life
natural_data_32x32/died_out_0154.npy,died_out
natural_data_32x32/still_life_0120.npy,still_life
natural_data_32x32/died_out_0155.npy,died_out
natural_data_32x32/died_out_0156.npy,died_out
natural_data_32x32/died_out_0157.npy,died_out
natural_data_32x32/oscillator_period_2_0058.npy,oscillator_period_2
natural_data_32x32/still_life_0121.npy,still_life
natural_data_32x32/oscillator_period_2_0059.npy,oscillator_period_2
natural_data_32x32/still_life_0122.npy,still_life
natural_data_32x32/oscillator_period_2_0060.npy,oscillator_period_2
natural_data_32x32/died_out_0158.npy,died_out
natural_data_32x32/still_life_0123.npy,still_life
natural_data_32x32/died_out_0159.npy,died_out
natural_data_32x32/still_life_0124.npy,still_life
natural_data_32x32/oscillator_period_2_0061.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0062.npy,oscillator_period_2
natural_data_32x32/died_out_0160.npy,died_out
natural_data_32x32/died_out_0161.npy,died_out
natural_data_32x32/still_life_0125.npy,still_life
natural_data_32x32/died_out_0162.npy,died_out
natural_data_32x32/died_out_0163.npy,died_out
natural_data_32x32/died_out_0164.npy,died_out
natural_data_32x32/still_life_0126.npy,still_life
natural_data_32x32/still_life_0127.npy,still_life
natural_data_32x32/still_life_0128.npy,still_life
natural_data_32x32/oscillator_period_2_0063.npy,oscillator_period_2
natural_data_32x32/died_out_0165.npy,died_out
natural_data_32x32/died_out_0166.npy,died_out
natural_data_32x32/died_out_0167.npy,died_out
natural_data_32x32/still_life_0129.npy,still_life
natural_data_32x32/still_life_0130.npy,still_life
natural_data_32x32/still_life_0131.npy,still_life
natural_data_32x32/oscillator_period_2_0064.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0065.npy,oscillator_period_2
natural_data_32x32/died_out_0168.npy,died_out
natural_data_32x32/died_out_0169.npy,died_out
natural_data_32x32/oscillator_period_2_0066.npy,oscillator_period_2
natural_data_32x32/died_out_0170.npy,died_out
natural_data_32x32/still_life_0132.npy,still_life
natural_data_32x32/still_life_0133.npy,still_life
natural_data_32x32/died_out_0171.npy,died_out
natural_data_32x32/oscillator_period_2_0067.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0068.npy,oscillator_period_2
natural_data_32x32/still_life_0134.npy,still_life
natural_data_32x32/oscillator_period_2_0069.npy,oscillator_period_2
natural_data_32x32/died_out_0172.npy,died_out
natural_data_32x32/oscillator_period_2_0070.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0071.npy,oscillator_period_2
natural_data_32x32/still_life_0135.npy,still_life
natural_data_32x32/died_out_0173.npy,died_out
natural_data_32x32/others_0009.npy,others
natural_data_32x32/died_out_0174.npy,died_out
natural_data_32x32/still_life_0136.npy,still_life
natural_data_32x32/died_out_0175.npy,died_out
natural_data_32x32/still_life_0137.npy,still_life
natural_data_32x32/still_life_0138.npy,still_life
natural_data_32x32/still_life_0139.npy,still_life
natural_data_32x32/still_life_0140.npy,still_life
natural_data_32x32/died_out_0176.npy,died_out
natural_data_32x32/died_out_0177.npy,died_out
natural_data_32x32/died_out_0178.npy,died_out
natural_data_32x32/died_out_0179.npy,died_out
natural_data_32x32/died_out_0180.npy,died_out
natural_data_32x32/died_out_0181.npy,died_out
natural_data_32x32/died_out_0182.npy,died_out
natural_data_32x32/still_life_0141.npy,still_life
natural_data_32x32/died_out_0183.npy,died_out
natural_data_32x32/oscillator_period_2_0072.npy,oscillator_period_2
natural_data_32x32/still_life_0142.npy,still_life
natural_data_32x32/oscillator_period_2_0073.npy,oscillator_period_2
natural_data_32x32/died_out_0184.npy,died_out
natural_data_32x32/still_life_0143.npy,still_life
natural_data_32x32/died_out_0185.npy,died_out
natural_data_32x32/still_life_0144.npy,still_life
natural_data_32x32/others_0010.npy,others
natural_data_32x32/oscillator_period_2_0074.npy,oscillator_period_2
natural_data_32x32/others_0011.npy,others
natural_data_32x32/others_0012.npy,others
natural_data_32x32/died_out_0186.npy,died_out
natural_data_32x32/died_out_0187.npy,died_out
natural_data_32x32/died_out_0188.npy,died_out
natural_data_32x32/oscillator_period_2_0075.npy,oscillator_period_2
natural_data_32x32/others_0013.npy,others
natural_data_32x32/still_life_0145.npy,still_life
natural_data_32x32/oscillator_period_2_0076.npy,oscillator_period_2
natural_data_32x32/died_out_0189.npy,died_out
natural_data_32x32/still_life_0146.npy,still_life
natural_data_32x32/oscillator_period_2_0077.npy,oscillator_period_2
natural_data_32x32/still_life_0147.npy,still_life
natural_data_32x32/still_life_0148.npy,still_life
natural_data_32x32/died_out_0190.npy,died_out
natural_data_32x32/oscillator_period_2_0078.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0079.npy,oscillator_period_2
natural_data_32x32/died_out_0191.npy,died_out
natural_data_32x32/died_out_0192.npy,died_out
natural_data_32x32/still_life_0149.npy,still_life
natural_data_32x32/died_out_0193.npy,died_out
natural_data_32x32/died_out_0194.npy,died_out
natural_data_32x32/oscillator_period_2_0080.npy,oscillator_period_2
natural_data_32x32/still_life_0150.npy,still_life
natural_data_32x32/oscillator_period_2_0081.npy,oscillator_period_2
natural_data_32x32/still_life_0151.npy,still_life
natural_data_32x32/still_life_0152.npy,still_life
natural_data_32x32/oscillator_period_2_0082.npy,oscillator_period_2
natural_data_32x32/died_out_0195.npy,died_out
natural_data_32x32/died_out_0196.npy,died_out
natural_data_32x32/still_life_0153.npy,still_life
natural_data_32x32/died_out_0197.npy,died_out
natural_data_32x32/died_out_0198.npy,died_out
natural_data_32x32/died_out_0199.npy,died_out
natural_data_32x32/oscillator_period_2_0083.npy,oscillator_period_2
natural_data_32x32/still_life_0154.npy,still_life
natural_data_32x32/died_out_0200.npy,died_out
natural_data_32x32/still_life_0155.npy,still_life
natural_data_32x32/died_out_0201.npy,died_out
natural_data_32x32/oscillator_period_2_0084.npy,oscillator_period_2
natural_data_32x32/died_out_0202.npy,died_out
natural_data_32x32/still_life_0156.npy,still_life
natural_data_32x32/died_out_0203.npy,died_out
natural_data_32x32/still_life_0157.npy,still_life
natural_data_32x32/still_life_0158.npy,still_life
natural_data_32x32/died_out_0204.npy,died_out
natural_data_32x32/died_out_0205.npy,died_out
natural_data_32x32/died_out_0206.npy,died_out
natural_data_32x32/died_out_0207.npy,died_out
natural_data_32x32/died_out_0208.npy,died_out
natural_data_32x32/died_out_0209.npy,died_out
natural_data_32x32/still_life_0159.npy,still_life
natural_data_32x32/died_out_0210.npy,died_out
natural_data_32x32/still_life_0160.npy,still_life
natural_data_32x32/died_out_0211.npy,died_out
natural_data_32x32/still_life_0161.npy,still_life
natural_data_32x32/still_life_0162.npy,still_life
natural_data_32x32/still_life_0163.npy,still_life
natural_data_32x32/died_out_0212.npy,died_out
natural_data_32x32/died_out_0213.npy,died_out
natural_data_32x32/oscillator_period_2_0085.npy,oscillator_period_2
natural_data_32x32/died_out_0214.npy,died_out
natural_data_32x32/oscillator_period_2_0086.npy,oscillator_period_2
natural_data_32x32/still_life_0164.npy,still_life
natural_data_32x32/died_out_0215.npy,died_out
natural_data_32x32/died_out_0216.npy,died_out
natural_data_32x32/still_life_0165.npy,still_life
natural_data_32x32/still_life_0166.npy,still_life
natural_data_32x32/died_out_0217.npy,died_out
natural_data_32x32/died_out_0218.npy,died_out
natural_data_32x32/still_life_0167.npy,still_life
natural_data_32x32/others_0014.npy,others
natural_data_32x32/still_life_0168.npy,still_life
natural_data_32x32/oscillator_period_2_0087.npy,oscillator_period_2
natural_data_32x32/still_life_0169.npy,still_life
natural_data_32x32/oscillator_period_2_0088.npy,oscillator_period_2
natural_data_32x32/still_life_0170.npy,still_life
natural_data_32x32/still_life_0171.npy,still_life
natural_data_32x32/died_out_0219.npy,died_out
natural_data_32x32/died_out_0220.npy,died_out
natural_data_32x32/oscillator_period_2_0089.npy,oscillator_period_2
natural_data_32x32/others_0015.npy,others
natural_data_32x32/oscillator_period_2_0090.npy,oscillator_period_2
natural_data_32x32/died_out_0221.npy,died_out
natural_data_32x32/still_life_0172.npy,still_life
natural_data_32x32/died_out_0222.npy,died_out
natural_data_32x32/died_out_0223.npy,died_out
natural_data_32x32/oscillator_period_2_0091.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0092.npy,oscillator_period_2
natural_data_32x32/still_life_0173.npy,still_life
natural_data_32x32/died_out_0224.npy,died_out
natural_data_32x32/still_life_0174.npy,still_life
natural_data_32x32/died_out_0225.npy,died_out
natural_data_32x32/died_out_0226.npy,died_out
natural_data_32x32/died_out_0227.npy,died_out
natural_data_32x32/oscillator_period_2_0093.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0094.npy,oscillator_period_2
natural_data_32x32/died_out_0228.npy,died_out
natural_data_32x32/died_out_0229.npy,died_out
natural_data_32x32/oscillator_period_2_0095.npy,oscillator_period_2
natural_data_32x32/still_life_0175.npy,still_life
natural_data_32x32/died_out_0230.npy,died_out
natural_data_32x32/died_out_0231.npy,died_out
natural_data_32x32/died_out_0232.npy,died_out
natural_data_32x32/died_out_0233.npy,died_out
natural_data_32x32/still_life_0176.npy,still_life
natural_data_32x32/died_out_0234.npy,died_out
natural_data_32x32/still_life_0177.npy,still_life
natural_data_32x32/still_life_0178.npy,still_life
natural_data_32x32/oscillator_period_2_0096.npy,oscillator_period_2
natural_data_32x32/died_out_0235.npy,died_out
natural_data_32x32/oscillator_period_2_0097.npy,oscillator_period_2
natural_data_32x32/died_out_0236.npy,died_out
natural_data_32x32/died_out_0237.npy,died_out
natural_data_32x32/oscillator_period_2_0098.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0099.npy,oscillator_period_2
natural_data_32x32/died_out_0238.npy,died_out
natural_data_32x32/still_life_0179.npy,still_life
natural_data_32x32/died_out_0239.npy,died_out
natural_data_32x32/oscillator_period_2_0100.npy,oscillator_period_2
natural_data_32x32/others_0016.npy,others
natural_data_32x32/still_life_0180.npy,still_life
natural_data_32x32/still_life_0181.npy,still_life
natural_data_32x32/oscillator_period_2_0101.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0102.npy,oscillator_period_2
natural_data_32x32/died_out_0240.npy,died_out
natural_data_32x32/died_out_0241.npy,died_out
natural_data_32x32/oscillator_period_2_0103.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0104.npy,oscillator_period_2
natural_data_32x32/still_life_0182.npy,still_life
natural_data_32x32/still_life_0183.npy,still_life
natural_data_32x32/died_out_0242.npy,died_out
natural_data_32x32/died_out_0243.npy,died_out
natural_data_32x32/still_life_0184.npy,still_life
natural_data_32x32/died_out_0244.npy,died_out
natural_data_32x32/oscillator_period_2_0105.npy,oscillator_period_2
natural_data_32x32/others_0017.npy,others
natural_data_32x32/died_out_0245.npy,died_out
natural_data_32x32/still_life_0185.npy,still_life
natural_data_32x32/died_out_0246.npy,died_out
natural_data_32x32/oscillator_period_2_0106.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0107.npy,oscillator_period_2
natural_data_32x32/oscillator_period_2_0108.npy,oscillator_period_2
natural_data_32x32/died_out_0247.npy,died_out
natural_data_32x32/still_life_0186.npy,still_life
natural_data_32x32/still_life_0187.npy,still_life
