filepath,category
phase_2_conditional_diffusion/random_data_32x32/000086_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000087_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000088_oscillator_period_128.npy,oscillator_period_128
phase_2_conditional_diffusion/random_data_32x32/000089_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000090_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000091_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000092_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000093_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000094_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000095_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000096_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000097_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000098_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000099_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000100_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000101_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000102_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000103_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000104_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000105_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000106_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000107_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000108_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000109_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000110_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000111_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000112_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000113_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000114_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000115_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000116_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000117_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000118_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000119_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000120_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000121_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000122_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000123_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000124_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000125_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000126_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000127_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000128_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000129_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000130_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000131_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000132_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000133_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000134_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000135_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000136_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000137_others.npy,others
phase_2_conditional_diffusion/random_data_32x32/000138_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000139_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000140_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000141_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000142_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000143_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000144_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000145_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000146_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000147_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000148_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000149_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000150_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000151_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000152_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000153_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000154_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000155_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000156_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000157_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000158_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000159_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000160_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000161_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000162_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000163_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000164_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000165_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000166_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000167_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000168_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000169_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000170_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000171_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000172_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000173_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000174_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000175_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000176_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000177_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000178_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000179_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000180_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000181_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000182_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000183_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000184_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000185_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000186_glider.npy,glider
phase_2_conditional_diffusion/random_data_32x32/000187_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000188_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000189_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000190_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000191_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000192_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000193_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000194_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000195_oscillator_period_128.npy,oscillator_period_128
phase_2_conditional_diffusion/random_data_32x32/000196_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000197_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000198_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000199_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000200_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000201_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000202_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000203_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000204_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000205_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000206_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000207_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000208_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000209_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000210_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000211_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000212_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000213_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000214_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000215_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000216_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000217_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000218_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000219_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000220_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000221_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000222_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000223_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000224_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000225_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000226_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000227_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000228_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000229_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000230_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000231_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000232_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000233_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000234_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000235_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000236_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000237_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000238_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000239_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000240_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000241_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000242_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000243_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000244_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000245_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000246_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000247_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000248_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000249_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000250_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000251_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000252_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000253_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000254_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000255_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000256_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000257_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000258_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000259_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000260_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000261_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000262_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000263_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000264_oscillator_period_128.npy,oscillator_period_128
phase_2_conditional_diffusion/random_data_32x32/000265_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000266_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000267_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000268_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000269_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000270_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000271_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000272_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000273_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000274_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000275_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000276_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000277_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000278_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000279_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000280_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000281_others.npy,others
phase_2_conditional_diffusion/random_data_32x32/000282_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000283_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000284_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000285_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000286_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000287_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000288_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000289_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000290_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000291_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000292_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000293_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000294_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000295_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000296_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000297_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000298_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000299_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000300_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000301_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000302_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000303_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000304_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000305_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000306_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000307_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000308_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000309_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000310_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000311_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000312_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000313_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000314_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000315_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000316_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000317_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000318_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000319_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000320_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000321_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000322_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000323_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000324_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000325_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000326_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000327_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000328_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000329_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000330_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000331_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000332_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000333_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000334_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000335_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000336_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000337_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000338_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000339_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000340_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000341_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000342_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000343_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000344_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000345_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000346_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000347_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000348_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000349_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000350_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000351_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000352_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000353_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000354_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000355_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000356_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000357_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000358_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000359_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000360_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000361_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000362_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000363_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000364_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000365_still_life.npy,still_life
phase_2_conditional_diffusion/random_data_32x32/000366_oscillator_period_2.npy,oscillator_period_2
phase_2_conditional_diffusion/random_data_32x32/000367_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000368_died_out.npy,died_out
phase_2_conditional_diffusion/random_data_32x32/000369_died_out.npy,died_out
